_MeanReward,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-40.31131161701681,-0.8877225887680465,-221.902474716708,253.0301926307908,646.7230132593905,-0.002354206625119938,-2.700178623199463,2.7324557304382324,0.5924391452703668,1.7763568394002505e-17,-2.076016447939881,2.4997005815927875,0.9999977052532064,-0.1505548170674034,-0.48163726356787756,-0.006554786836164941,0.013079202729046372,20,-0.20626332,7.359256,0.018855646,1.5,1.0,0.029667263103521656,-1.0667082619931643,-58.51116838608797
-17.872812429895124,-0.005039863577474692,-1.33219396749944,1.5872534060906454,0.06782034311182608,-0.0001657301510113864,-2.1332600116729736,2.2348198890686035,0.4144758421516833,0.0,-1.9522490597811137,3.3814978616030316,0.9999899824445276,-0.06388854123734414,-0.16554879035504277,-0.0031197307715849377,0.0015405492303434355,40,-0.045285348,7.3730946,0.012953752,2.25,1.0,0.011814955706095769,-5.180655691976669,-24.768891556280806
-29.873282542095005,-0.001364825103916672,-1.5916823255768786,1.4035335191597749,0.08426375791677834,-0.013194264600905678,-2.535769462585449,2.3039140701293945,0.4375965244427641,1.340646671245472e-17,-3.2781442894712223,2.905804137456823,0.9999848554304682,-0.11259376873173498,-0.3738244345654386,-0.009545924745101202,0.007228469784823752,60,-0.04114954,7.3759236,0.012204062,3.375,1.0,0.007207113626521672,0.12659130561766185,-2.1173205583009653
-20.402439779498504,-0.013916166803631197,-1.355127504503077,1.311090049749017,0.07654643079382667,-0.024642925087929986,-2.7888171672821045,2.6126997470855713,0.4195924980321874,-1.5931451474441708e-17,-3.529488855391568,3.2208553426842603,0.999969291078334,-0.07318450193067207,-0.21633558717512066,-0.009655651991199115,0.002175851228263762,80,-0.05251905,7.3573637,0.0112199625,5.0625,1.0,0.0032503183197198048,-0.3963029050508955,-1.1815817361085443
-18.654913131747346,-0.0036092584875102134,-1.4162473672698381,1.5587511137263192,0.07390137464882214,-0.012048488401470112,-2.119424343109131,2.39437198638916,0.4057017374984206,7.808161931429672e-18,-3.794577302061691,3.284308558757973,0.9999643150868268,-0.07168325148953394,-0.2439910657548419,-0.004425353327278021,0.00321351440498997,100,-0.04232025,7.3210216,0.007666966,7.59375,1.0,0.0028893265295573405,0.1008909815070903,-0.1598681608885404
-17.110528476869252,-0.005706359183385886,-1.442455004539784,1.598569987434075,0.07694589092646581,0.00917909716043266,-2.984747886657715,2.373600959777832,0.42720871767407864,-1.575482784390466e-17,-3.3958078921423542,3.8205821400987667,0.9999565452706924,-0.057414463688734686,-0.13328878617548595,-0.009419962646478373,0.0007541250513715232,120,-0.03851233,7.3216286,0.005378744,7.59375,1.0,0.0016108461612040722,-1.1357515127064475,-1.9280604981328038
-17.739056828132707,-0.01295147073016621,-1.2740188333285487,2.0309296781727104,0.07355698883352975,-0.0028151265222188,-2.618030071258545,2.249173641204834,0.4273512685350354,2.8389264556625006e-17,-3.3031604631925453,2.720729929830952,0.9999484545832753,-0.0615733907742897,-0.21668300106031047,0.003224998413068765,0.001592058711320363,140,-0.037102345,7.3022957,0.0048442157,7.59375,1.0,0.0013519008811892254,0.15687277904827535,-0.08783917272962638
-22.19036019333011,0.014459451449846566,-1.3910622536801496,1.5694776344079162,0.08288882195748817,0.013056792481132853,-2.1529531478881836,2.4908151626586914,0.43312820027119137,6.591305526531542e-18,-3.9492373071733105,2.746466660550113,0.9999555124474118,-0.0796074513383683,-0.23316063278160803,-0.004021508078522741,0.002343939784818102,160,-0.030030405,7.295387,0.0035978744,7.59375,1.0,0.0016459354194670258,0.2986256201929973,-0.01856004027446856
-17.382837853764535,0.0028575938414909267,-1.4978404514094599,1.3085559777842262,0.08033167586656384,-0.003146212184594495,-2.259713888168335,2.1054511070251465,0.40927273825702415,-6.656138039907262e-17,-3.39963626500094,3.7261251510820594,0.9999434543942833,-0.062314445053239464,-0.17957101865799463,-0.0017718430835731405,0.0014430494070282749,180,-0.031620596,7.271183,0.004189997,7.59375,1.0,0.0012540616822879045,0.13104838425240617,0.022048103171656508
-16.886495395364026,-0.0013659915941327502,-1.3580658093080904,1.5713262884828636,0.07869327016127056,0.01536500600209866,-2.0087099075317383,2.3499457836151123,0.42002819598926355,-3.0692990745576684e-17,-3.7252763374392037,3.272249842324468,0.9999386810282996,-0.05558513524860812,-0.14324074130826295,-0.002060146743162943,0.0009932893618151556,200,-0.03361643,7.259186,0.0038070297,7.59375,1.0,0.0009247598581646944,0.11550062231534486,-0.2263194370922741
