_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-38.111664295042715,1490,0.026449385776819948,-3.0153314947819676,2.7075921000412304,0.10965509374588238,-0.18055916094836846,-2.6832141876220703,2.093404531478882,0.42112278189149294,1.1444983663249937e-16,-1.4870034450606369,2.2426507463537733,0.9999983056427552,-0.10878278758999245,-0.345116057566721,0.21346346132297758,0.011096366986904953,20,-0.0076761567,3.395587,0.0043180217,1.0,1.0,7.145465707953911,-508.36411555105667,0.0035424202569375174
-32.77236997070777,1406,0.020554241238665234,-2.1052517377524005,2.337230552263111,0.0879023728799867,-0.16636043760655939,-2.6367902755737305,2.335547924041748,0.4188811056081276,-2.0214587077101002e-17,-1.5104331325967701,2.2064017160318614,0.9999989378544661,-0.09908950466121597,-0.31894091204846947,0.18506181792427664,0.010577416865947976,40,-0.010869958,3.3965652,0.006912471,1.5,1.0,0.29575191058898437,-15.830454846538657,-579.1933133329669
-31.874597132067503,1384,0.01115095102301518,-2.288249874551278,2.0567184169780397,0.08782235970699855,-0.16474462505334092,-2.465642213821411,2.210188388824463,0.4050948438201044,-1.0267958609250002e-17,-5.948908703184847,7.116455816805417,0.9999954246240874,-0.09529547360043317,-0.2378489907368181,0.1666708701879737,0.006588029306604574,60,-0.013728183,3.396802,0.0039088787,1.5,1.0,0.04302414433167597,-5.498355236068306,-26.177047231049926
-22.996317381887458,1403,0.009746387467931725,-2.4158369857882707,2.080364449011857,0.08355392870756054,-0.15304120876348404,-2.555339813232422,2.3379366397857666,0.39290784726569883,-3.5451169995158243e-17,-3.472717804311891,13.55449266243546,0.9999918615395744,-0.058417906588108436,-0.25036282913683283,0.24927816090798682,0.013814484493002762,80,-0.0060802912,3.3957393,0.002317025,1.5,1.0,0.03338123871191184,-1.3567904685337107,-3.9610359087080447
-33.50098530444723,1406,0.008083180120262289,-1.8488390680352018,2.381048793540971,0.0829941649732268,-0.17421565232099634,-2.583092212677002,1.9578113555908203,0.39417653383183504,8.843881846231688e-18,-12.59851847988819,7.780577078911106,0.9999918224669239,-0.09864920402707626,-0.2188425876833125,0.01057182548552071,0.003550166664308082,100,-0.01212586,3.392146,0.0035952372,1.5,1.0,0.024734822297356112,-5.9665349008027,-16.275398489965063
-36.92213631269853,1366,0.012143345023253017,-2.2393358560548213,2.131500550079752,0.08406166703224274,-0.18109579287530067,-2.6404433250427246,2.1764118671417236,0.40430271368051285,-7.802445853881042e-18,-3.485800025573664,19.30019204715393,0.99999107238248,-0.11458083510230602,-0.30121978827162404,0.03617561419355468,0.005467756112622208,120,-0.036021885,3.3918538,0.0059867245,1.5,1.0,0.035331850759636865,-5.411024798140284,-8.901467770561313
-27.88904314423106,1443,0.012685148107753449,-1.894960794739229,1.8220464391180615,0.07714204653175757,-0.16585159559904553,-2.5121078491210938,2.3307268619537354,0.4095116837515115,-2.7082363455859675e-17,-5.409113612605367,7.795466444316211,0.9999830798352347,-0.07760553183873108,-0.25906850557402017,0.1932840812602031,0.009743203656931427,140,-0.007253572,3.3925521,0.003615035,1.5,1.0,0.016519693453191202,-0.5859729959432589,-0.8645706646877298
-33.816718121329856,1548,0.01381963273218696,-2.092526190972609,2.1618655389220516,0.0967700780598635,-0.16741839615740628,-2.643756866455078,2.1004714965820312,0.406767285810555,2.295034676227714e-18,-7.1158854288973075,16.965980180036674,0.9999901983787411,-0.08824736405367052,-0.3127690415117744,0.144118992929436,0.010640116291677418,160,-0.01599557,3.3922465,0.0036195298,1.5,1.0,0.02211110227407903,-1.07803485811665,-3.4669546649220573
-27.68592003941933,1407,0.015322469891624895,-1.8947873311525325,2.5678103596659962,0.08278092154885777,-0.14930891285740786,-2.3580141067504883,1.9804905652999878,0.40276560394418914,3.030032988315992e-17,-4.338780493460415,5.42098820546613,0.9999835747017763,-0.07953372408493138,-0.2713370740237591,0.18574181393016498,0.01074057903247641,180,-0.0072172326,3.3905845,0.0024111355,1.5,1.0,0.017112266353336052,-0.5683994515902449,-0.710047544905003
-34.76014057081843,1364,0.015996663803146707,-2.0593844644953974,2.0551845939956945,0.08877817842269929,-0.1571028801795031,-2.36830472946167,2.163522243499756,0.4220092862180373,0.0,-17.713329709464997,10.18352775317645,0.9999837494650935,-0.10762265063245341,-0.3148883536105373,0.014657419969617665,0.006653083282673633,200,-0.009724472,3.3854465,0.0035911584,1.5,1.0,0.014626179518360668,-1.1977606590663874,-1.7663848564972295
-35.087775189993316,1415,0.01609122828643356,-1.8493533308784684,2.0204337552316147,0.09116326090417683,-0.18127642184201392,-2.788752317428589,2.9318010807037354,0.4207082297910315,-1.004300686586714e-17,-9.048048478048608,9.166272132786824,0.9999830112497637,-0.1045506762696068,-0.2836030704291501,0.00847923835199159,0.004540128776883407,220,-0.043388166,3.3827372,0.012784752,2.25,1.0,0.012151334049337865,-1.6702475170339914,-2.7213048196192218
-36.822243459871366,1504,0.021062882897606335,-1.6873565623690174,2.027011519696393,0.07571882194942095,-0.14990695268816706,-2.699004650115967,2.1399455070495605,0.39656260958139056,-4.724353296277262e-18,-5.273614835217705,12.1291452245315,0.9999795116660468,-0.11569459350674592,-0.34387500644301067,0.11926924303016066,0.008420905087681615,240,-0.011220969,3.3820386,0.004257197,2.25,1.0,0.011516754932091361,-0.3614094482465551,-0.6144779315107589
