_MeanReward,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
3232.72983281249,0.10991532382285825,-2.705051466427825,6.526000000000514,0.15094505066685038,0.09790232128478372,-3.003194808959961,4.412843704223633,0.18559030899551845,6.106450260325824e-18,-11.409730053443575,11.439951531733401,0.9999751955069291,0.8260299936065679,-0.22703951399864436,1.0165306266490635,0.038547523963973845,10,-0.005615061,1.487484,0.0045904927,1.0,1.0,0.0033856303898752273,0.9121759927867323,0.2573756859507069
3255.628869363543,0.10643479186353241,-2.8054240122407816,5.6020000000002055,0.12255020249205743,0.0923107760113906,-2.826937675476074,4.241366386413574,0.18834296885808047,0.0,-10.839125483508774,12.553542933141843,0.999974253391698,0.8274145220785092,-0.1946468711453417,1.0214830209460903,0.03480439884648454,20,-0.0051941583,1.4604521,0.003974798,1.0,1.0,0.005166636900016359,0.8516997634340295,0.41503975671463955
3441.551464978992,0.12447227657175215,-4.671674299579036,6.190000000000402,0.14801873422205672,0.09242752005571167,-3.426358222961426,4.379820823669434,0.18863835579859822,-8.588348941500003e-18,-9.993370962153701,9.978146856165576,0.9999764146016157,0.8259361141829642,-0.41167319128061935,1.0092319229822593,0.04629157769764998,30,-0.006195553,1.4543619,0.004645199,1.0,1.0,0.00825147435521574,0.8243902839013633,0.44094792411579464
3128.0197242288473,0.11046863199944486,-4.637783130398183,5.6380000000002175,0.1265019055662949,0.09100376074331729,-3.4421839714050293,4.421031475067139,0.1914282283076581,1.2649791395768008e-17,-10.842274594295523,10.772054001058725,0.999972751064156,0.826189992017726,-0.4527689563663272,1.0093044959575996,0.04239344268229077,40,-0.0077074254,1.4008265,0.004654998,1.0,1.0,0.008259350256606889,0.8061860883920775,0.5164577660492102
3029.4748523279227,0.1057965501696307,-4.6438576823507,5.931000000000315,0.14034640676369559,0.09230123051134943,-3.374211549758911,4.139688968658447,0.18889168383235735,1.3096053187606961e-17,-10.614222143285101,9.197038356420698,0.9999754265401163,0.8226795805016064,-0.5444301846150137,1.027777890207718,0.05352101296225464,50,-0.00731605,1.3944311,0.005503822,1.0,1.0,0.007773545439075701,0.8550263919404082,0.49308533649045827
3401.6942195182737,0.11462118026741398,-2.354211169995053,6.0930000000003695,0.13492212306133697,0.09228338789942818,-2.5418529510498047,3.2787041664123535,0.1841593485611403,-1.9394883210165197e-17,-10.879319023793327,10.340816901518409,0.9999733503927221,0.8488880736743383,-0.03702614893503789,1.0174467559657894,0.031391672052786576,60,-0.0054639773,1.4152565,0.0042173304,1.0,1.0,0.007413412988076018,0.7638944600632389,0.3486644434351256
3306.924107747471,0.11009583301181468,-2.8746207666854167,6.385000000000467,0.14291650758695654,0.09369724833954922,-3.093270778656006,4.2020673751831055,0.18855936382098176,-6.0239415934092476e-18,-12.586152695244339,10.97948131908265,0.9999725147339285,0.8315626452346234,-0.17096024597725193,1.0091430185339534,0.04006548966298319,70,-0.004899605,1.4121304,0.0037828481,1.0,1.0,0.006482543318777345,0.8403204049848492,0.5371547412680786
4441.275635626202,0.13342242631166606,-4.113675446992956,6.90300000000064,0.15773105733149645,0.09409236862864308,-2.722227096557617,4.2567315101623535,0.18123946879302724,1.1322262495928297e-17,-9.842015116284854,9.253569784472427,0.9999724821995958,0.8503187741184663,-0.08620946965724606,1.0118810432689829,0.031016525483157757,80,-0.003972809,1.3936911,0.0028155358,1.0,1.0,0.004605530116701926,0.8523311314856968,0.4662003975909048
4162.134605332682,0.12745994563908292,-3.670734740247545,6.471000000000496,0.16174123587670625,0.09321598324303905,-2.6538071632385254,4.11673641204834,0.18194894150360774,-1.4387703571602957e-17,-13.092406442558612,11.33105653371305,0.9999665879944706,0.8411023043715744,-0.09104757320343708,1.0176603151663473,0.03344765241567797,90,-0.0049249423,1.3683586,0.0030368897,1.0,1.0,0.005097607852585728,0.8489490067487482,0.6384737806350247
3490.610684766046,0.11656355707812141,-2.9499957079890216,6.010000000000342,0.14285995848711328,0.0947820312363622,-2.684246063232422,3.9115424156188965,0.1873336649070688,7.845390307012399e-18,-11.01173997356996,11.076519061423317,0.9999710405541526,0.8332332912345948,-0.138576560933812,1.0275710913909772,0.04060582961081108,100,-0.0077896807,1.3898411,0.0047280584,1.0,1.0,0.006232257229432127,0.8465227311734083,0.4888478916085821
