_MeanReward,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
1185.2514123811875,0.05416009910261878,-4.781924742087931,4.369113621742289,0.0708961090989844,0.09451104697377247,-2.969393730163574,3.930670976638794,0.2583662738711756,0.0,-11.829135483168026,14.810894864287054,0.9999739152315933,0.6054120756697039,-0.974521977087451,0.8385731901810448,0.049860865289924956,20,-0.016062543,3.031724,0.006473341,1.5,1.0,0.005529106416465365,0.8896521811961738,0.5710376859931474
1207.110436757785,0.05473753812969039,-2.269190365503892,3.711175432071492,0.06921145115984685,0.09424210962026744,-3.1789186000823975,3.8078765869140625,0.25434629366315364,0.0,-8.545482571656324,17.367588199111108,0.999973505359337,0.6121781310229794,-0.17405092283694448,0.8297387247405537,0.042888047639511914,40,-0.0045347065,2.9972296,0.0029250812,1.5,1.0,0.007472334142469552,0.8272791490490322,0.5405116826753674
1434.9182196961315,0.06262439307528894,-3.72347754478282,4.243227755346132,0.07278262754675172,0.09323729891364078,-3.1278076171875,4.446836471557617,0.24831676086641757,8.476804845507148e-18,-9.656847441218343,15.070022705007135,0.9999682533623014,0.6147397276316428,-0.37035930942912165,0.8428055264470687,0.042517401091464076,60,-0.005442284,2.9734983,0.0022040266,1.5,1.0,0.0065312324965482475,0.8590711360643966,0.6046926183575014
1243.3605007964456,0.05515027158453224,-3.634200018146788,3.7931405099325994,0.0679931802841193,0.09367594989313607,-2.6136984825134277,4.180168628692627,0.2488679097367127,8.069305953780026e-19,-10.441233333165814,10.571527203948953,0.9999671786495304,0.6234675439953344,-0.1963659071445714,0.8410266042291467,0.038283610996752836,80,-0.004621393,2.9514246,0.002205789,1.5,1.0,0.005512993231274161,0.8587283171558846,0.6535771963237544
1324.650408532913,0.059547706173387664,-4.865718939500792,4.308047324321459,0.0738485956367504,0.09255953174470224,-2.8880367279052734,4.282238006591797,0.24775347328846836,1.1659590556547462e-17,-13.001795038155008,10.477963176954148,0.9999701634855567,0.6043247335572728,-0.7932686612429297,0.823611891019597,0.04896881764652983,100,-0.006734002,2.9380293,0.0033629274,1.5,1.0,0.006544331364870988,0.8663590173814341,0.585467198353617
1270.3442895539736,0.06022959236218718,-4.824362254290023,4.309919083903632,0.07528141968252895,0.0912633985929128,-3.088951587677002,4.156259536743164,0.2500606795337377,6.162389230648347e-18,-9.537320259470397,12.812789168257787,0.9999741099910493,0.6088458463091618,-0.350185245379201,0.832997662530414,0.05250307915083898,120,-0.007349957,2.9353628,0.00272599,1.5,1.0,0.008237913764101145,0.8439543061351169,0.563656959831325
1287.7710184205876,0.05834500008129458,-4.835228767414377,4.383395530222577,0.07354901523210028,0.09314647884033465,-2.9438607692718506,3.920109748840332,0.2512977818773199,9.053902659008444e-18,-10.75679031961805,11.810869618352209,0.9999745893586658,0.6067699776678477,-0.7441047086581635,0.8070680967379747,0.04545756385517565,140,-0.004432104,2.9135752,0.0017558063,1.5,1.0,0.005765332611179638,0.873199245093968,0.6132449658634681
1176.3433844004235,0.056023511093404664,-4.291017701813186,4.31875750096292,0.07309583454942098,0.09382371847724924,-3.0680031776428223,3.77008318901062,0.24828214946839783,-1.775986842141471e-17,-9.655927869149238,10.080588935869809,0.9999707423192522,0.6160684506389539,-0.07518544606406379,0.8405662878145007,0.03900496796500284,160,-0.0075546773,2.9027624,0.002500025,1.5,1.0,0.007937932579092704,0.7980432525579171,0.5829655548313157
1358.892589210702,0.0599629192466088,-4.810957080607351,4.378871672370082,0.0757208134828067,0.09087787760291831,-3.227847099304199,3.9363322257995605,0.24916162654153556,5.819499768197181e-18,-16.137147576144756,9.486630343831772,0.9999691155270217,0.620054444515308,-0.3365696612777692,0.8292534558541533,0.047765413499503244,180,-0.0056206766,2.879466,0.002501742,1.5,1.0,0.0064457507008201295,0.8651797756595352,0.686494767311608
1466.9916910682489,0.06230330934878967,-4.843745750410063,4.361952605600574,0.07511671595238174,0.09146881575542996,-3.533548355102539,3.964134693145752,0.2466707824523751,-1.2646958457520695e-17,-9.611905082862862,9.596459787589,0.9999687018697472,0.6181090759322657,-0.36699351061998764,0.8278431515370434,0.03685762281474628,200,-0.00413628,2.8576221,0.0017252724,1.5,1.0,0.004760520768506152,0.8712733388718888,0.6221148584102475
